"id","company_name","similar_name"
1511,"Mt. Gox","BitCoke"
1512,"Mt. Gox","Bitstamp"
1513,"Mt. Gox","Exolix"
1514,"Mt. Gox","Velo Trust"
1515,"LunarCRUSH","Node Capital"
1516,"LunarCRUSH","Dfinity"
1517,"LunarCRUSH","Chainalysis"
1518,"LunarCRUSH","Delphi Digital"
1519,"LunarCRUSH","Nym"
1520,"LunarCRUSH","CoinGecko"
1521,"LunarCRUSH","DappRadar"
1522,"LunarCRUSH","Skew"
1523,"LunarCRUSH","Quantum Economics"
1524,"LunarCRUSH","Input Output"
1525,"CryptoLocally","Mt. Gox"
1526,"CryptoLocally","Bitfinex"
1527,"CryptoLocally","HitBTC"
1528,"CryptoLocally","MeterQubes"
1529,"CryptoLocally","Decoin"
1530,"CryptoLocally","PrimeBit"
1531,"CryptoLocally","CoinList"
1532,"CryptoLocally","Switchere"
1533,"CryptoLocally","bitFlyer USA"
1534,"CryptoLocally","Bit.com"
1535,"Draper Goren Holm","Alameda Research"
1536,"Draper Goren Holm","CoinGecko"
1537,"Draper Goren Holm","Huobi Global"
1538,"Draper Goren Holm","Coinfirm"
1539,"Draper Goren Holm","Genesis Group"
1540,"Draper Goren Holm","Haun Ventures"
1541,"Draper Goren Holm","Digital Currency Group"
1542,"Draper Goren Holm","Launchpool Labs"
1543,"Draper Goren Holm","New Alchemy"
1544,"Draper Goren Holm","Ascensive Assets"
1545,"Centrifuge","Footprint Analytics"
1546,"Centrifuge","Band Protocol"
1547,"Centrifuge","zkLend"
1548,"Centrifuge","Compound"
1549,"Centrifuge","Lendroid"
1550,"Centrifuge","mStable"
1551,"Digital Assets Data","Optimism"
1552,"Digital Assets Data","Goldman Sachs"
1553,"Digital Assets Data","Xpring"
1554,"Digital Assets Data","Quadency"
1555,"Digital Assets Data","Bitwise"
1556,"Digital Assets Data","DappRadar"
1557,"Digital Assets Data","SmartContract"
1558,"Digital Assets Data","MicroStrategy"
1559,"Digital Assets Data","Blockchain, Inc."
1560,"Digital Assets Data","Blockstation"
1561,"Gemini","SmartFi"
1562,"Gemini","PrimeBit"
1563,"Gemini","Bit.com"
1564,"Gemini","BTSE"
1565,"Gemini","Swyftx"
1566,"Gemini","Swapzone"
1567,"Gemini","OKX"
1568,"Gemini","dex.blue"
1569,"Gemini","bitFlyer"
1570,"Gemini","Nash"
1571,"Neo Foundation","Hyperledger"
1572,"Neo Foundation","Lendroid"
1573,"Neo Foundation","Symbiosis Labs"
1574,"Neo Foundation","Cardano Foundation"
1575,"Neo Foundation","Crypto Capital"
1576,"Neo Foundation","ARYZE"
1577,"Neo Foundation","Mogul Productions"
1578,"Neo Foundation","Delphi Digital"
1579,"Neo Foundation","SolRazr"
1580,"Neo Foundation","Ambire"
1581,"TaxBit","Tradeium"
1582,"TaxBit","Truffle"
1583,"TaxBit","IBM Blockchain"
1584,"TaxBit","Blockchain, Inc."
1585,"TaxBit","RTrade Technologies"
1586,"TaxBit","Gitcoin"
1587,"TaxBit","Dfinity"
1588,"TaxBit","IntoTheBlock"
1589,"TaxBit","Civil"
1590,"TaxBit","OpenCrowd"
1591,"Santiment","Digital Assets Data"
1592,"Santiment","TokenAnalyst"
1593,"Santiment","BlockVC"
1594,"Santiment","Messari"
1595,"Santiment","Blockchain Transparency Institute"
1596,"Santiment","LunarCRUSH"
1597,"Santiment","Elliptic"
1598,"Santiment","nChain"
1599,"Santiment","Nym"
1600,"Santiment","CipherTrace"
1601,"Securitize","Block.one"
1602,"Securitize","Digital Asset Management"
1603,"Securitize","BitGo"
1604,"Securitize","Cardano Foundation"
1605,"Securitize","Quadency"
1606,"Securitize","Symbiosis Labs"
1607,"Securitize","Ignite"
1608,"Securitize","Revolut"
1609,"Securitize","Hyperledger"
1610,"Securitize","Circle"
1611,"OKCoin","Poloniex"
1612,"OKCoin","Bakkt"
1613,"OKCoin","MeterQubes"
1614,"OKCoin","Binance"
1615,"OKCoin","Worthpad"
1616,"OKCoin","ShortHop"
1617,"OKCoin","LetsExchange"
1618,"OKCoin","Revolut"
1619,"OKCoin","CryptoAltum"
1620,"OKCoin","ZBX"
1621,"Celsius Network","Crypto Capital"
1622,"Celsius Network","Core Scientific"
1623,"Celsius Network","YouHodler"
1624,"Celsius Network","Tezos Foundation"
1625,"Celsius Network","Mogul Productions"
1626,"Celsius Network","R3"
1627,"Celsius Network","Xpring"
1628,"Celsius Network","Blox"
1629,"Celsius Network","SmartContract"
1630,"Celsius Network","stakefish"
1631,"CipherTrace","Bitfury"
1632,"CipherTrace","tZERO"
1633,"CipherTrace","nChain"
1634,"CipherTrace","DappRadar"
1635,"CipherTrace","Goldman Sachs"
1636,"CipherTrace","CoinGecko"
1637,"CipherTrace","Skew"
1638,"CipherTrace","Coin Center"
1639,"CipherTrace","Digital Assets Data"
1640,"CipherTrace","Blockchain Transparency Institute"
1641,"bitFlyer","Amplify Exchange"
1642,"bitFlyer","dex.blue"
1643,"bitFlyer","DeversiFi"
1644,"bitFlyer","Poloniex"
1645,"bitFlyer","NSBroker"
1646,"bitFlyer","ZebPay"
1647,"bitFlyer","Nash"
1648,"bitFlyer","Symbiosis Labs"
1649,"bitFlyer","Exolix"
1650,"bitFlyer","Bitspark"
1651,"SIBEX","Onomy Protocol"
1652,"SIBEX","Bakkt"
1653,"SIBEX","CME Group"
1654,"SIBEX","ShortHop"
1655,"SIBEX","ShapeShift"
1656,"SIBEX","Kraken"
1657,"SIBEX","Bityard"
1658,"SIBEX","Decoin"
1659,"SIBEX","XT.COM Exchange"
1660,"SIBEX","MXC"
1661,"EMURGO","Blockchain, Inc."
1662,"EMURGO","Quadency"
1663,"EMURGO","Tradeium"
1664,"EMURGO","Block.one"
1665,"EMURGO","EZPostage"
1666,"EMURGO","Revolut"
1667,"EMURGO","Civil"
1668,"EMURGO","Blox"
1669,"EMURGO","CipherTrace"
1670,"EMURGO","Input Output"
1671,"SwapSpace","AAX"
1672,"SwapSpace","HitBTC"
1673,"SwapSpace","ZB.com"
1674,"SwapSpace","Bitspark"
1675,"SwapSpace","Bit.com"
1676,"SwapSpace","LocalBitcoins"
1677,"SwapSpace","Binance"
1678,"SwapSpace","Onomy Protocol"
1679,"SwapSpace","Bitcoin of America"
1680,"SwapSpace","SmartFi"
1681,"Crypto.Games","Duelbits"
1682,"Crypto.Games","1xBit"
1683,"Crypto.Games","Sportsbet.io"
1684,"Compound","Footprint Analytics"
1685,"Compound","Nexo"
1686,"Compound","Band Protocol"
1687,"Compound","Centrifuge"
1688,"Compound","zkLend"
1689,"Compound","Celsius Network"
1690,"Compound","Lendroid"
1691,"Compound","YouHodler"
1692,"Compound","ADD.XYZ"
1693,"Compound","mStable"
1694,"YouHodler","BlockFi"
1695,"YouHodler","Crypto Finance"
1696,"YouHodler","Blockstation"
1697,"YouHodler","Arrington XRP Capital"
1698,"YouHodler","BlockTower Capital"
1699,"YouHodler","mStable"
1700,"YouHodler","Strix Leviathan"
1701,"YouHodler","Luna Foundation Guard"
1702,"YouHodler","JPMorgan"
1703,"YouHodler","Grayscale Investments"
1704,"Bluezelle","CertiK"
1705,"Bluezelle","Core Scientific"
1706,"Bluezelle","Delphi Digital"
1707,"Bluezelle","SmartContract"
1708,"Bluezelle","Lightning Labs"
1709,"Bluezelle","Ava Labs"
1710,"Bluezelle","Civil"
1711,"Bluezelle","Symbiosis Labs"
1712,"Bluezelle","Parity Technologies"
1713,"Bluezelle","Reflexer Labs"
1714,"Phemex","ShortHop"
1715,"Phemex","Bitcoin of America"
1716,"Phemex","Velo Trust"
1717,"Phemex","PrimeBit"
1718,"Phemex","BaseFEX"
1719,"Phemex","bitFlyer USA"
1720,"Phemex","BW.com"
1721,"Phemex","MeterQubes"
1722,"Phemex","XBTPro"
1723,"Phemex","MyCoinStory"
1724,"Sportsbet.io","1xBit"
1725,"Sportsbet.io","Crypto.Games"
1726,"Sportsbet.io","Duelbits"
1727,"Nym","MINERSET"
1728,"Nym","Gitcoin"
1729,"Nym","OpenCrowd"
1730,"Nym","EZPostage"
1731,"Nym","Bitwise"
1732,"Nym","Input Output"
1733,"Nym","Glassnode"
1734,"Nym","Node Capital"
1735,"Nym","Quantum Economics"
1736,"Nym","MyCointainer"
1737,"Bitfinex","Nash"
1738,"Bitfinex","LetsExchange"
1739,"Bitfinex","Bittrex"
1740,"Bitfinex","OKCoin"
1741,"Bitfinex","OKX"
1742,"Bitfinex","PrimeBit"
1743,"Bitfinex","BitMEX"
1744,"Bitfinex","Rain"
1745,"Bitfinex","CryptoLocally"
1746,"Bitfinex","Coinbase"
1747,"Bityard","PrimeBit"
1748,"Bityard","Bity"
1749,"Bityard","Decoin"
1750,"Bityard","Amplify Exchange"
1751,"Bityard","Bitstamp"
1752,"Bityard","bitFlyer"
1753,"Bityard","SwapSpace"
1754,"Bityard","Kraken"
1755,"Bityard","Binance.US"
1756,"Bityard","Rain"
1757,"Solana","SmartContract"
1758,"Solana","Prysmatic Labs"
1759,"Solana","Sky Mavis"
1760,"Solana","Mastercard"
1761,"Solana","Blockstation"
1762,"Solana","Blockstream"
1763,"Solana","IBM Blockchain"
1764,"Solana","Block.one"
1765,"Solana","Digital Assets Data"
1766,"Solana","stakefish"
1767,"Switchere","Mt. Gox"
1768,"Switchere","BTSE"
1769,"Switchere","LetsExchange"
1770,"Switchere","SmartFi"
1771,"Switchere","C-Trade"
1772,"Switchere","Revolut"
1773,"Switchere","ShortHop"
1774,"Switchere","Binance.US"
1775,"Switchere","Bitbuy"
1776,"Switchere","Worthpad"
1777,"Bittrex","SwapSpace"
1778,"Bittrex","BigONE"
1779,"Bittrex","bitFlyer"
1780,"Bittrex","Switchere"
1781,"Bittrex","HitBTC"
1782,"Bittrex","OKCoin"
1783,"Bittrex","WazirX"
1784,"Bittrex","CryptoAltum"
1785,"Bittrex","CME Group"
1786,"Bittrex","Bit.com"
1787,"XBTPro","Coinbase"
1788,"XBTPro","DeversiFi"
1789,"XBTPro","Symbiosis Labs"
1790,"XBTPro","CryptoLocally"
1791,"XBTPro","MyCoinStory"
1792,"XBTPro","Bakkt"
1793,"XBTPro","ShapeShift"
1794,"XBTPro","Deribit"
1795,"XBTPro","Rain"
1796,"XBTPro","Bitfinex"
1797,"Exolix","LocalBitcoins"
1798,"Exolix","Bithumb"
1799,"Exolix","BTCMEX"
1800,"Exolix","Bakkt"
1801,"Exolix","UPbit"
1802,"Exolix","bitFlyer"
1803,"Exolix","Huobi Global"
1804,"Exolix","WhaleFin"
1805,"Exolix","Bitfinex"
1806,"Exolix","PrimeBit"
1807,"mStable","Centrifuge"
1808,"mStable","Celsius Network"
1809,"mStable","Band Protocol"
1810,"mStable","YouHodler"
1811,"mStable","BlockFi"
1812,"mStable","Nexo"
1813,"mStable","zkLend"
1814,"mStable","Footprint Analytics"
1815,"mStable","Lendroid"
1816,"mStable","Compound"
1817,"Parity Technologies","Glassnode"
1818,"Parity Technologies","Rapid Innovation"
1819,"Parity Technologies","Dfinity"
1820,"Parity Technologies","Xpring"
1821,"Parity Technologies","Hyperledger"
1822,"Parity Technologies","Mastercard"
1823,"Parity Technologies","Chainalysis"
1824,"Parity Technologies","EZPostage"
1825,"Parity Technologies","Transparent Systems"
1826,"Parity Technologies","STASIS"
1827,"CryptoAltum","Velo Trust"
1828,"CryptoAltum","XT.COM Exchange"
1829,"CryptoAltum","BitCoke"
1830,"CryptoAltum","Anycoin Direct"
1831,"CryptoAltum","Huobi Global"
1832,"CryptoAltum","Symbiosis Labs"
1833,"CryptoAltum","ShapeShift"
1834,"CryptoAltum","UPbit"
1835,"CryptoAltum","Dolomite"
1836,"CryptoAltum","CoinList"
1837,"CryptoSlate","Decrypt"
1838,"CryptoSlate","Blockworks"
1839,"CryptoSlate","Cointelegraph"
1840,"CryptoSlate","Real Time Crypto"
1841,"CryptoSlate","TF Blockchain"
1842,"CryptoSlate","CoinDesk"
1843,"CryptoSlate","The Block"
1844,"CryptoSlate","Civil"
1845,"CryptoSlate","Cryptonites"
1846,"CryptoSlate","BlockDown"
1847,"EZPostage","STASIS"
1848,"EZPostage","Omise"
1849,"EZPostage","Block"
1850,"EZPostage","SolRazr"
1851,"EZPostage","Reflexer Labs"
1852,"EZPostage","Prysmatic Labs"
1853,"EZPostage","Nym"
1854,"EZPostage","EMURGO"
1855,"EZPostage","IBM Blockchain"
1856,"EZPostage","MyCointainer"
1857,"Cryptonites","Real Time Crypto"
1858,"Cryptonites","BlockDown"
1859,"Cryptonites","CoinDesk"
1860,"Cryptonites","TF Blockchain"
1861,"Cryptonites","CryptoPanic"
1862,"Cryptonites","Cointelegraph"
1863,"Cryptonites","Blockworks"
1864,"Cryptonites","CryptoSlate"
1865,"Cryptonites","Decrypt"
1866,"Cryptonites","Civil"
1867,"Crypto Briefing","CoinGecko"
1868,"Crypto Briefing","Dash Foundation"
1869,"Crypto Briefing","Chainalysis"
1870,"Crypto Briefing","Blockchain Game Alliance"
1871,"Crypto Briefing","Santiment"
1872,"Crypto Briefing","BlockDown"
1873,"Crypto Briefing","LunarCRUSH"
1874,"Crypto Briefing","Blockchain Transparency Institute"
1875,"Crypto Briefing","Bitfury"
1876,"Crypto Briefing","Bitcoin Foundation"
1877,"NSBroker","SwapSpace"
1878,"NSBroker","Crypto.com"
1879,"NSBroker","Deribit"
1880,"NSBroker","Decoin"
1881,"NSBroker","Onomy Protocol"
1882,"NSBroker","WhaleFin"
1883,"NSBroker","DeversiFi"
1884,"NSBroker","Bityard"
1885,"NSBroker","CODEX"
1886,"NSBroker","Bithumb"
1887,"1xBit","Crypto.Games"
1888,"1xBit","Duelbits"
1889,"1xBit","Sportsbet.io"
1890,"ZBX","Crypto.com"
1891,"ZBX","BaseFEX"
1892,"ZBX","Bit.com"
1893,"ZBX","bitFlyer"
1894,"ZBX","HitBTC"
1895,"ZBX","Bitcoin of America"
1896,"ZBX","Anycoin Direct"
1897,"ZBX","Decoin"
1898,"ZBX","CoinList"
1899,"ZBX","bitFlyer USA"
1900,"AAX","CryptoAltum"
1901,"AAX","Bitstamp"
1902,"AAX","Bitcoin of America"
1903,"AAX","dex.blue"
1904,"AAX","WazirX"
1905,"AAX","BW.com"
1906,"AAX","MeterQubes"
1907,"AAX","Bitbuy"
1908,"AAX","ShortHop"
1909,"AAX","MyCoinStory"
1910,"MyCoinStory","Bitspark"
1911,"MyCoinStory","Bybit"
1912,"MyCoinStory","OKCoin"
1913,"MyCoinStory","Kraken"
1914,"MyCoinStory","CryptoAltum"
1915,"MyCoinStory","FTX US Derivatives (formerly LedgerX)"
1916,"MyCoinStory","Anycoin Direct"
1917,"MyCoinStory","Bitcoin of America"
1918,"MyCoinStory","AAX"
1919,"MyCoinStory","LocalBitcoins"
1920,"Akoin","ARYZE"
1921,"Akoin","OpenCrowd"
1922,"Akoin","Meta"
1923,"Akoin","Lendroid"
1924,"Akoin","Casa"
1925,"Akoin","Stably"
1926,"Akoin","R3"
1927,"Akoin","Footprint Analytics"
1928,"Akoin","Blockchain, Inc."
1929,"Akoin","Jelurida"
1930,"Anycoin Direct","CME Group"
1931,"Anycoin Direct","BTCMEX"
1932,"Anycoin Direct","UPbit"
1933,"Anycoin Direct","LocalBitcoins"
1934,"Anycoin Direct","Bithumb"
1935,"Anycoin Direct","Kraken"
1936,"Anycoin Direct","Decoin"
1937,"Anycoin Direct","Swapzone"
1938,"Anycoin Direct","PrimeXBT"
1939,"Anycoin Direct","Overbit"
1940,"Stably","Mogul Productions"
1941,"Stably","Blockstream"
1942,"Stably","Ava Labs"
1943,"Stably","Solana"
1944,"Stably","Dfinity"
1945,"Stably","IntoTheBlock"
1946,"Stably","Optimism"
1947,"Stably","Blox"
1948,"Stably","MyCointainer"
1949,"Stably","Civil"
1950,"Revolut","Truffle"
1951,"Revolut","XBTPro"
1952,"Revolut","FTX US Derivatives (formerly LedgerX)"
1953,"Revolut","Tezos Foundation"
1954,"Revolut","Bity"
1955,"Revolut","Hyperledger"
1956,"Revolut","Mastercard"
1957,"Revolut","Bitfury"
1958,"Revolut","LocalBitcoins"
1959,"Revolut","Onomy Protocol"
1960,"Nexo","Compound"
1961,"Nexo","BlockFi"
1962,"Nexo","Celsius Network"
1963,"Nexo","YouHodler"
1964,"Nexo","mStable"
1965,"Nexo","ADD.XYZ"
1966,"Bit.com","Switchere"
1967,"Bit.com","XT.COM Exchange"
1968,"Bit.com","Bitcoin of America"
1969,"Bit.com","LetsExchange"
1970,"Bit.com","dex.blue"
1971,"Bit.com","AAX"
1972,"Bit.com","CoinList"
1973,"Bit.com","ZBX"
1974,"Bit.com","PrimeXBT"
1975,"Bit.com","ShapeShift"
1976,"Currency.com","Kraken"
1977,"Currency.com","Bitbuy"
1978,"Currency.com","OKX"
1979,"Currency.com","Switchere"
1980,"Currency.com","Velo Trust"
1981,"Currency.com","XT.COM Exchange"
1982,"Currency.com","MXC"
1983,"Currency.com","Exolix"
1984,"Currency.com","Binance"
1985,"Currency.com","Deribit"
1986,"Binance","Symbiosis Labs"
1987,"Binance","Crypto.com"
1988,"Binance","CryptoLocally"
1989,"Binance","MXC"
1990,"Binance","XT.COM Exchange"
1991,"Binance","HitBTC"
1992,"Binance","Bitfinex"
1993,"Binance","Overbit"
1994,"Binance","SIBEX"
1995,"Binance","Switchere"
1996,"Grayscale Investments","MyCointainer"
1997,"Grayscale Investments","Securitize"
1998,"Grayscale Investments","Crypto Finance"
1999,"Grayscale Investments","Bitwise"
2000,"Grayscale Investments","WhaleFin"
"2001","Grayscale Investments","BlockTower Capital"
"2002","Grayscale Investments","Invictus Capital"
"2003","Grayscale Investments","Strix Leviathan"
"2004","Grayscale Investments","Goldman Sachs"
"2005","Grayscale Investments","Morgan Creek Digital Assets"
"2006","MicroStrategy","Mastercard"
"2007","MicroStrategy","Truffle"
"2008","MicroStrategy","Nym"
"2009","MicroStrategy","Neo Foundation"
"2010","MicroStrategy","Bluezelle"
"2011","MicroStrategy","Prysmatic Labs"
"2012","MicroStrategy","EMURGO"
"2013","MicroStrategy","RTrade Technologies"
"2014","MicroStrategy","Circle"
"2015","MicroStrategy","Coinfirm"
"2016","Strix Leviathan","IBM Blockchain"
"2017","Strix Leviathan","TaxBit"
"2018","Strix Leviathan","Meta"
"2019","Strix Leviathan","SolRazr"
"2020","Strix Leviathan","Digital Asset Management"
"2021","Strix Leviathan","Conflux"
"2022","Strix Leviathan","BlockVC"
"2023","Strix Leviathan","ARYZE"
"2024","Strix Leviathan","WhaleFin"
"2025","Strix Leviathan","Reflexer Labs"
"2026","Mogul Productions","Input Output"
"2027","Mogul Productions","Crypto Capital"
"2028","Mogul Productions","Lendroid"
"2029","Mogul Productions","Optimism"
"2030","Mogul Productions","ZenLedger"
"2031","Mogul Productions","MicroStrategy"
"2032","Mogul Productions","MyCointainer"
"2033","Mogul Productions","SolRazr"
"2034","Mogul Productions","STASIS"
"2035","Mogul Productions","stakefish"
"2036","bitFlyer USA","Exolix"
"2037","bitFlyer USA","OKCoin"
"2038","bitFlyer USA","Bityard"
"2039","bitFlyer USA","Deribit"
"2040","bitFlyer USA","Kraken"
"2041","bitFlyer USA","Velo Trust"
"2042","bitFlyer USA","ShapeShift"
"2043","bitFlyer USA","CryptoLocally"
"2044","bitFlyer USA","Crypto.com"
"2045","bitFlyer USA","Bitstamp"
"2046","Coinbase","Bityard"
"2047","Coinbase","WazirX"
"2048","Coinbase","Nash"
"2049","Coinbase","SwissBorg"
"2050","Coinbase","FTX"
"2051","Coinbase","LocalBitcoins"
"2052","Coinbase","CODEX"
"2053","Coinbase","MXC"
"2054","Coinbase","PrimeXBT"
"2055","Coinbase","Binance.US"
"2056","C-Trade","ShapeShift"
"2057","C-Trade","BW.com"
"2058","C-Trade","Swapzone"
"2059","C-Trade","OKCoin"
"2060","C-Trade","Worthpad"
"2061","C-Trade","LetsExchange"
"2062","C-Trade","BTCMEX"
"2063","C-Trade","Deribit"
"2064","C-Trade","Binance.US"
"2065","C-Trade","BTSE"
"2066","Bitbuy","Anycoin Direct"
"2067","Bitbuy","Deribit"
"2068","Bitbuy","dex.blue"
"2069","Bitbuy","Bithumb"
"2070","Bitbuy","WazirX"
"2071","Bitbuy","bitFlyer USA"
"2072","Bitbuy","Phemex"
"2073","Bitbuy","BaseFEX"
"2074","Bitbuy","Swapzone"
"2075","Bitbuy","Binance.US"
"2076","ADD.XYZ","Celsius Network"
"2077","ADD.XYZ","BlockFi"
"2078","ADD.XYZ","mStable"
"2079","ADD.XYZ","Compound"
"2080","ADD.XYZ","Nexo"
"2081","ADD.XYZ","YouHodler"
"2082","MediaX Agency","42 Studio"
"2083","MediaX Agency","CrowdfundX"
"2084","MediaX Agency","MarketAcross"
"2085","MediaX Agency","Paradox Group"
"2086","MediaX Agency","Cointraffic"
"2087","MediaX Agency","AZ Blockchain"
"2088","MediaX Agency","Digital Ark"
"2089","MediaX Agency","TokenMinds"
"2090","MediaX Agency","Conversion Wizards"
"2091","MediaX Agency","YAP Global"
"2092","ZebPay","FTX"
"2093","ZebPay","Bithumb"
"2094","ZebPay","LetsExchange"
"2095","ZebPay","BaseFEX"
"2096","ZebPay","DeversiFi"
"2097","ZebPay","BitCoke"
"2098","ZebPay","Rain"
"2099","ZebPay","bitFlyer USA"
"2100","ZebPay","ZBG"
"2101","ZebPay","ShortHop"
"2102","Invictus Capital","Quadency"
"2103","Invictus Capital","Morgan Creek Digital Assets"
"2104","Invictus Capital","Arrington XRP Capital"
"2105","Invictus Capital","Xpring"
"2106","Invictus Capital","Animoca Brands"
"2107","Invictus Capital","Genesis Group"
"2108","Invictus Capital","Bitwise"
"2109","Invictus Capital","Blockchain Capital"
"2110","Invictus Capital","Bridgewater Associates"
"2111","Invictus Capital","Fidelity Investments"
"2112","Visa","Openledger"
"2113","Visa","Xpring"
"2114","Visa","Truffle"
"2115","Visa","nChain"
"2116","Visa","Rapid Innovation"
"2117","Visa","MVP Workshop"
"2118","Visa","Dapper Labs"
"2119","Visa","Block.one"
"2120","Visa","Omise"
"2121","Visa","Core Scientific"
"2122","Rapid Innovation","New Alchemy"
"2123","Rapid Innovation","tZERO"
"2124","Rapid Innovation","Core Scientific"
"2125","Rapid Innovation","Ignite"
"2126","Rapid Innovation","Enterprise Ethereum Alliance"
"2127","Rapid Innovation","MVP Workshop"
"2128","Rapid Innovation","Dapper Labs"
"2129","Rapid Innovation","TokenMinds"
"2130","Rapid Innovation","Visa"
"2131","Rapid Innovation","Terraform Labs"
"2132","CommerceBlock","Omise"
"2133","CommerceBlock","stakefish"
"2134","CommerceBlock","Prysmatic Labs"
"2135","CommerceBlock","Blockstation"
"2136","CommerceBlock","Jelurida"
"2137","CommerceBlock","Civil"
"2138","CommerceBlock","Neo Foundation"
"2139","CommerceBlock","Blockchain, Inc."
"2140","CommerceBlock","SolRazr"
"2141","CommerceBlock","Hyperledger"
"2142","Binance.US","HitBTC"
"2143","Binance.US","Decoin"
"2144","Binance.US","MXC"
"2145","Binance.US","LetsExchange"
"2146","Binance.US","PrimeXBT"
"2147","Binance.US","Exolix"
"2148","Binance.US","Bityard"
"2149","Binance.US","bitFlyer"
"2150","Binance.US","ZB.com"
"2151","Binance.US","ZBX"
"2152","Bybit","Decoin"
"2153","Bybit","CoinList"
"2154","Bybit","SwissBorg"
"2155","Bybit","Revolut"
"2156","Bybit","Coinbase"
"2157","Bybit","Mt. Gox"
"2158","Bybit","Symbiosis Labs"
"2159","Bybit","ZBG"
"2160","Bybit","Bitcoin of America"
"2161","Bybit","Bakkt"
"2162","Worthpad","Gitcoin"
"2163","Worthpad","Binance.US"
"2164","Worthpad","Andreessen Horowitz"
"2165","Worthpad","Coinfirm"
"2166","Worthpad","Enterprise Ethereum Alliance"
"2167","Worthpad","Strix Leviathan"
"2168","Worthpad","Agoric"
"2169","Worthpad","Block.one"
"2170","Worthpad","MeterQubes"
"2171","Worthpad","Phemex"
"2172","Ambire","Footprint Analytics"
"2173","Ambire","Parity Technologies"
"2174","Ambire","Civil"
"2175","Ambire","Digital Assets Data"
"2176","Ambire","Reflexer Labs"
"2177","Ambire","Arweave"
"2178","Ambire","Strike"
"2179","Ambire","Tezos Foundation"
"2180","Ambire","Strix Leviathan"
"2181","Ambire","IBM Blockchain"
"2182","WhaleFin","BTSE"
"2183","WhaleFin","Anycoin Direct"
"2184","WhaleFin","DeversiFi"
"2185","WhaleFin","FTX US Derivatives (formerly LedgerX)"
"2186","WhaleFin","ZBG"
"2187","WhaleFin","Amplify Exchange"
"2188","WhaleFin","Blockstation"
"2189","WhaleFin","MXC"
"2190","WhaleFin","Bity"
"2191","WhaleFin","Currency.com"
"2192","LetsExchange","ShapeShift"
"2193","LetsExchange","BTSE"
"2194","LetsExchange","Bithumb"
"2195","LetsExchange","Bitcoin of America"
"2196","LetsExchange","Bitspark"
"2197","LetsExchange","Switchere"
"2198","LetsExchange","BaseFEX"
"2199","LetsExchange","Poloniex"
"2200","LetsExchange","SwapSpace"
"2201","LetsExchange","Amplify Exchange"
"2202","Aeon Law","Gresham International"
"2203","Aeon Law","CryptoLaw Partners"
"2204","Aeon Law","Perkins Coie LLP"
"2205","OKX","SwissBorg"
"2206","OKX","WhaleFin"
"2207","OKX","Anycoin Direct"
"2208","OKX","SmartFi"
"2209","OKX","bitFlyer"
"2210","OKX","Bitstamp"
"2211","OKX","LetsExchange"
"2212","OKX","ZB.com"
"2213","OKX","Swapzone"
"2214","OKX","CME Group"
"2215","Footprint Analytics","EZPostage"
"2216","Footprint Analytics","Ripple"
"2217","Footprint Analytics","Strike"
"2218","Footprint Analytics","Xpring"
"2219","Footprint Analytics","EMURGO"
"2220","Footprint Analytics","CommerceBlock"
"2221","Footprint Analytics","Akoin"
"2222","Footprint Analytics","Quadency"
"2223","Footprint Analytics","Terraform Labs"
"2224","Footprint Analytics","STASIS"
"2225","BlockDown","Crypto Briefing"
"2226","BlockDown","The Block"
"2227","BlockDown","Decrypt"
"2228","BlockDown","Civil"
"2229","BlockDown","CoinDesk"
"2230","BlockDown","Real Time Crypto"
"2231","BlockDown","Blockworks"
"2232","BlockDown","CryptoSlate"
"2233","BlockDown","Cryptonites"
"2234","BlockDown","Cointelegraph"
"2235","SolRazr","Omise"
"2236","SolRazr","MicroStrategy"
"2237","SolRazr","Terraform Labs"
"2238","SolRazr","Worthpad"
"2239","SolRazr","Chainalysis"
"2240","SolRazr","Transparent Systems"
"2241","SolRazr","Ignite"
"2242","SolRazr","R3"
"2243","SolRazr","Digital Assets Data"
"2244","SolRazr","Blockchain, Inc."
"2245","Quantum Economics","BlockVC"
"2246","Quantum Economics","Input Output"
"2247","Quantum Economics","Digital Asset Management"
"2248","Quantum Economics","ConsenSys"
"2249","Quantum Economics","Issuance"
"2250","Quantum Economics","nChain"
"2251","Quantum Economics","DappRadar"
"2252","Quantum Economics","Draper Goren Holm"
"2253","Quantum Economics","Crypto Finance"
"2254","Quantum Economics","Crypto Briefing"
"2255","Velo Trust","Binance"
"2256","Velo Trust","DeversiFi"
"2257","Velo Trust","Bitfinex"
"2258","Velo Trust","NSBroker"
"2259","Velo Trust","BTSE"
"2260","Velo Trust","Rain"
"2261","Velo Trust","Bitcoin of America"
"2262","Velo Trust","CODEX"
"2263","Velo Trust","Crypto.com"
"2264","Velo Trust","CME Group"
"2265","Ignite","Stably"
"2266","Ignite","Digital Assets Data"
"2267","Ignite","Quadency"
"2268","Ignite","EMURGO"
"2269","Ignite","Terraform Labs"
"2270","Ignite","MINERSET"
"2271","Ignite","Transparent Systems"
"2272","Ignite","ConsenSys"
"2273","Ignite","Jelurida"
"2274","Ignite","Delphi Digital"
"2275","Galaxy Digital","Huobi Global"
"2276","Galaxy Digital","Matterblock"
"2277","Galaxy Digital","Digital Asset Management"
"2278","Galaxy Digital","BlockTower Capital"
