"id","product_name","feature"
599,"Antminer E3","220VAC Power @25℃  - 93% conversion efficiency of APW3++: 760 W +4%"
600,"Antminer E3","DC Power @12V DC input @25℃: 707 W +4%"
601,"Antminer E3","DC current input @12V DC input @25℃: 58.9 A +4%"
602,"Antminer E3","DC voltage input: 11.60~13.00 V"
603,"Antminer E3","Total hash rate: 190 MH/s"
604,"Antminer E3","Total quantity of hash boards: 3 PCS"
605,"Antminer E3","Total quantity of hash chips: 18 PCS"
606,"Antminer E3","Hashing Algorithm:  Ethash"
607,"Antminer X3 (220 kH/s)","Size(Length*Width*Height - without package): 334mm*125mm*207mm"
608,"Antminer X3 (220 kH/s)","Power connection mode: All three PCI-E ports are required to power the board. You can use one PSU to power multiple boards -  but do not attempt to power one board with two PSUs. We suggest to prevent the control board to be powered up before hash boards be powered up."
609,"Antminer X3 (220 kH/s)","Networking connection mode: Ethernet Cable"
610,"Antminer X3 (220 kH/s)","Noise: 76 dB"
611,"Antminer X3 (220 kH/s)","Operation humidity: 5%RH-95%RH -  prevent condensation"
612,"Antminer X3 (220 kH/s)","Storage temperature: -40-85 ℃"
613,"Antminer X3 (220 kH/s)","Operation temperature: 0-40 ℃"
614,"Antminer X3 (220 kH/s)","Weight（without package):  5.5 kg"
615,"Antminer X3 (220 kH/s)","220VAC Power efficiency: 2.27 J/kH +7% @25℃ - 93% conversion efficiency of APW3"
616,"Antminer X3 (220 kH/s)","220VAC Power @25℃  - 93%: 500 W +7% conversion efficiency of APW3"
617,"Antminer X3 (220 kH/s)","DC Power @12V DC input: 465 W +7%"
618,"Antminer X3 (220 kH/s)","DC current input @12V DC: 38.8 A +7%"
619,"Antminer X3 (220 kH/s)","DC voltage input: 11.60~13.00 V"
620,"Antminer X3 (220 kH/s)","Total hash rate: 220 kH/s"
621,"Antminer X3 (220 kH/s)","Total quantity of hash boards: 3 pcs"
622,"Antminer X3 (220 kH/s)","Total quantity of hash chips: 180 pcs"
623,"Antminer X3 (220 kH/s)","Hashing Algorithm: CryptoNight"
624,"Antminer L3++ (580 MH/s)","Size (Length*Width*Hight): 352mm*130mm*187.5mm"
625,"Antminer L3++ (580 MH/s)","Power connection mode: All two PCI-E ports are required to power the board. You can use one PSU to power multiple boards -  but do not attempt to power one board with two PSUs .We suggest to prevent the control board to be powered up before hash boards be powered up."
626,"Antminer L3++ (580 MH/s)","Networking connection mode: Ethernet Cable"
627,"Antminer L3++ (580 MH/s)","Noise: 76 dB"
628,"Antminer L3++ (580 MH/s)","Operation humidity: 5%RH-95%RH，prevent condensation"
629,"Antminer L3++ (580 MH/s)","Storage temperature: -40-85℃"
630,"Antminer L3++ (580 MH/s)","Operation temperature: 0-40 ℃"
631,"Antminer L3++ (580 MH/s)","Weight（without package): 4.4 kg"
632,"Antminer L3++ (580 MH/s)","220VAC Power efficiency @25℃ - 93% conversion efficiency of APW3: 1.62 J/MH +10%"
633,"Antminer L3++ (580 MH/s)","220VAC Power @25℃  - 93% conversion efficiency of APW3: 942W +10%"
634,"Antminer L3++ (580 MH/s)","DC Power @12V DC input: 876W +10%"
635,"Antminer L3++ (580 MH/s)","DC current input @12V DC input: 73A +10%"
636,"Antminer L3++ (580 MH/s)","DC voltage input: 11.60~13.00 V"
637,"Antminer L3++ (580 MH/s)","Total hash rate: 580MH/s"
638,"Antminer L3++ (580 MH/s)","Total quantity of hash boards: 4PCS"
639,"Antminer L3++ (580 MH/s)","Total quantity of hash chips: 288PCS"
640,"Antminer L3++ (580 MH/s)","Hashing algorithm: Scrypt"
641,"Antminer Z9","Humidity: 5 – 95 %"
642,"Antminer Z9","Temperature: 0 – 40 °C"
643,"Antminer Z9","Interface: Ethernet"
644,"Antminer Z9","Voltage: 12V"
645,"Antminer Z9","Fan(s): 2"
646,"Antminer Z9","Noise level: 75 dB"
647,"Antminer Z9","Weight: 5500g"
648,"Antminer Z9","Size: 132 x 226 x 279mm"
649,"Antminer Z9","Hashrate: 40.8k Sol/s ± 5%"
650,"Antminer Z9","Power consumption: 1150W± 10%"
651,"Antminer Z9","Hashing algorithm: Equihash"
652,"Antminer Z9 mini","Size (Length*Width*Hight): 206x124x155mm"
653,"Antminer Z9 mini","Power connection mode: All PCI-E ports are required to power the board. You can use one PSU to power multiple boards."
654,"Antminer Z9 mini","Networking connection mode: Ethernet Cable"
655,"Antminer Z9 mini","Noise@25℃: 55dB"
656,"Antminer Z9 mini","Operation humidity: 5%RH-95%RH，prevent condensation"
657,"Antminer Z9 mini","Storage temperature: -40-85 ℃"
658,"Antminer Z9 mini","Operation temperature: 0-40 ℃"
659,"Antminer Z9 mini","Weight (without package): 2.02kg"
660,"Antminer Z9 mini","220VAC Power efficiency @25℃  - 93% conversion efficiency of APW3++: 26.6J/Ksol±5%"
661,"Antminer Z9 mini","220VAC Power @25℃  - 93% conversion efficiency of APW3: 266 W +5%"
662,"Antminer Z9 mini","DC Power @12V DC input @25℃: 247 W +5%"
663,"Antminer Z9 mini","DC current input @12V DC input @25℃: 20.6 A +5%"
664,"Antminer Z9 mini","DC voltage input: 11.60~13.00 V"
665,"Antminer Z9 mini","Total hash rate: 10.0k Sol/s±5%"
666,"Antminer Z9 mini","Total quantity of hash boards: 3 PCS"
667,"Antminer Z9 mini","Quantity of hash chips per Miner: 12 PCS"
668,"Antminer Z9 mini","Hashing algorithm: Equihash"
669,"A5 DashMaster","Network Connection: Ethernet"
670,"A5 DashMaster","Ambient Temperature: 0°C to 40°C"
671,"A5 DashMaster","Net Weight: 3.1KG(without PSU)"
672,"A5 DashMaster","Dimensions: Single tube -  400mm(L) x 135mm(W) x 158mm(H)"
673,"A5 DashMaster","Chip Type: A5 DashMaster ASIC"
674,"A5 DashMaster","Power Consumption: 750W (+/-8% -  normal mode -  at the wall -  with 93% efficiency PSU -  25°C temperature)"
675,"A5 DashMaster","Hash Rate: 32.5GH/s(+/-8% -  in 750w normal mode)"
676,"Antminer L3+ (504 MH/s)","Power Efficiency: 1.6J/MH +10% (at the wall -  with Bitmain’s APW3 PSU -  93% efficiency -  25°C ambient temperature)"
677,"Antminer L3+ (504 MH/s)","Power Consumption: 800W +10% (at the wall -  with Bitmain’s APW3 PSU -  93% efficiency -  25°C ambient temperature)"
678,"Antminer L3+ (504 MH/s)","Network Connection: Ethernet Operating Temperature: 0°C – 40°C"
679,"Antminer L3+ (504 MH/s)","Hash Rate: 504MH/s. A variation of +/- 5% is expected."
680,"Antminer L3+ (504 MH/s)","Dimensions: 352mm (l) x 130mm (w) x 187.5mm (h)"
681,"Antminer L3+ (504 MH/s)","DC Voltage Input: 11.60 ~ 13.00V"
682,"Antminer L3+ (504 MH/s)","Chip Type: BM1485 ASIC chip"
683,"Antminer L3+ (504 MH/s)","Chip quantity per unit: 288 chips on four hashing boards -  72 chips on one hashing board"
684,"TREZOR Model T","Supported Cryptocurrencies: Trezor Model T supports more than 500 coins."
685,"TREZOR Model T","Safety & certifications: The Trezor is CE and RoHS certified -  so it meets all quality -  reliability and environmental standards. It’s fine to take your Trezor with you on the airplane. Like all modern electronics -  the X-Rays won’t hurt it."
686,"TREZOR Model T","Screen: Bright color LCD – 240×240 pixels."
687,"TREZOR Model T","CPU: 168 MHz embedded ARM processor (Cortex-M4) running a custom developed system -  the Trezor Core."
688,"TREZOR Model T","Connectivity: USB-C connector for connecting to the computer or mobile phone."
689,"TREZOR Model T","Operating temperature: -20°C to +60°C (-4°F – +140°F)"
690,"TREZOR Model T","Weight: 16 g (0.56 oz)"
691,"TREZOR Model T","Dimensions: 64 mm x 39 mm x 10 mm (2.52 in x 1.54 in x 0.39 in)"
692,"TREZOR Model T","Transparent security."
693,"TREZOR Model T","Reinforce your accounts with U2F."
694,"TREZOR Model T","Store your passwords safely."
695,"TREZOR Model T","Easily backup of your entire wallet -  once and for all."
696,"TREZOR Model T","Trezor keeps your keys safe."
697,"TREZOR Model T","You own your data."
698,"TREZOR Model T","Invented for your digital independence."
699,"MegaCryptoPolis","Trade on the open market"
700,"MegaCryptoPolis","Collect taxes in Ether every day"
701,"MegaCryptoPolis","Gain influence and destroy opponents"
702,"MegaCryptoPolis","Become a district owner"
703,"MegaCryptoPolis","Acquire your block of land"
704,"Ethereum Name Service","Truly distributed. ENS operates in a distributed fashion for both its infrastructure and governance. Anyone can register a .eth domain name for themselves by participating in an auction process -  mediated by the blockchain."
705,"Ethereum Name Service","Secure. ENS is built on smart contracts on the Ethereum blockchain -  meaning it doesn’t suffer from the insecurity of the DNS system. You can be confident names you enter work the way their owner intended."
706,"Ethereum Name Service","No long addresses. ENS eliminates the need to copy or type long addresses. With ENS -  you’ll be able to send money to your friend at ‘aardvark.eth’ instead of ‘0x4cbe58c50480…’ -  interact with your favorite contract at ‘mycontract.eth’ -  or visit a Swarm-hosted site at ‘swarmsite.eth’."
707,"Brave Browser","Recent tabs"
708,"Brave Browser","Private tabs"
709,"Brave Browser","History"
710,"Brave Browser","Bookmarks"
711,"Brave Browser","3rd party cookie blocking"
712,"Brave Browser","Script Blocking"
713,"Brave Browser","Https Everywhere (for security)"
714,"Brave Browser","Tracking Protection"
715,"Brave Browser","Data optimization"
716,"Brave Browser","Battery optimization"
717,"Brave Browser","Blocks pop-ups"
718,"Brave Browser","Built-in AdBlock"
719,"Steemit","Vesting. STEEM tokens that are powered up to Steem Power will earn a small amount of new tokens for holding."
720,"Steemit","Purchasing. Users can purchase STEEM or Steem Dollar tokens directly through their Steemit wallet using bitcoin -  Ether -  or BitShares tokens. They are also available from other markets and exchanges."
721,"Steemit","Voting and curating. If you discover a post and upvote it before it becomes popular -  you can earn a curation reward. The reward amount will depend on the amount of Steem Power you have."
722,"Steemit","Posting. By sharing your posts -  you can earn upvotes from community members. Depending on the upvotes you receive -  you may get a portion of the “rewards pool”."
723,"Steemit","Wallet. Here is where you go to see your wallet balances -  make transfers -  exchange STEEM or Steem Dollars -  and Power Up."
724,"Steemit","Replies. Here is where you go to see all replies other users have made to your posts and comments."
725,"Steemit","Comments. Here is where you go to see all of the comments and replies you have made."
726,"Steemit","Blog. Here is where you go to see all of your posts and resteems. It is also where you go to see your profile page that is viewable by other users."
727,"Steemit","Feed. Here is where you go to see the most recent posts from the people you follow."
728,"Steemit","Promoted. Listings that are boosted by Steem Dollar payments get promoted for greater visibility."
729,"Steemit","Trending. Posts with the most amount of votes -  stake-weighted -  recently."
730,"Steemit","Hot. Popular posts at the moment."
731,"Steemit","New. Posts are sorted by the time posted -  with newest first."
732,"Steemit","Home. The most recent posts of the accounts you follow (your feed)."
733,"Wizards.one","Magic Shop"
734,"Wizards.one","Marketplace"
735,"Wizards.one","Tournaments"
736,"Wizards.one","Battles"
737,"ZBG App","Deposit and Withdrawal. Users can deposit -  withdrawal and manage digital assets in 7*24 hours."
738,"ZBG App","API Trading. Provides convenient and efficient digital asset trading applications and tools."
739,"ZBG App","APP. Users can check the market -  trade and manage their accounts anytime and anywhere."
740,"ZBG App","WEB. Provide cryptocurrency exchange -  professional K line and global market conditions."
741,"ZBG App","Hundreds of premium currencies: ZBG supports BTC -  ETH -  EOS and other mainstream currencies and hundreds of innovative currencies -  making users’ investment choices more flexible"
742,"ZBG App","Online 7*24 customer service: When using the ZBG mobile application -  you can ask questions by clicking the Online Service tab."
743,"ZBG App","Multilingual Support: Support and FAQs available in multiple languages"
744,"ZBG App","All Devices Covered: Web -  Android -  iOS -  Mobile Web -  Windows -  macOS"
745,"ZBG App","Multiple service functions: ZBG provides crypto currency exchange -  fiat trading -  Launchpad -  Rocket -  ZBG shopping mall -  Buy the dip -  Staking -  etc. services for global users."
746,"ZBG App","Security: Multi-tier & multi-cluster system architecture. 7 years experience of safe -  stable infrastructure operating."
747,"Omise","This is the official dashboard application from Omise that allows current users to monitor and manage their business right from their pocket. For new users -  registration on www.omise.co is required."
748,"Omise","Login Omise Dashboard with Password-management systems; iCloud Keychain or 1Password"
749,"Omise","Touch ID"
750,"Omise","Access and SecurityTouch IDLogin Omise Dashboard with Password-management systems; iCloud Keychain or 1PasswordThis is the official dashboard application from Omise that allows current users to monitor and manage their business right from their pocket. For new users -  registration on www.omise.co is required."
751,"Omise","Share Link URL via SMS -  email or social media platforms you and your customers use."
752,"Omise","Get a preview before you send requests to customers."
753,"Omise","Specify payment amount -  customize title and description of payment request."
754,"Omise","Create invoices -  send requests and instantly get paid -  all in 3 simple steps with Links."
755,"Omise","Get paid with easeCreate invoices -  send requests and instantly get paid -  all in 3 simple steps with Links.Specify payment amount -  customize title and description of payment request.Get a preview before you send requests to customers.Share Link URL via SMS -  email or social media platforms you and your customers use."
756,"Omise","Request fund transfers to a target recipient"
757,"Omise","Easily capture your un-captured charges with one click"
758,"Omise","Issue full or partial refunds whenever needed"
759,"Omise","Search or filter for particular data using advanced search"
760,"Omise","View account history and monitor transaction data in realtime"
761,"Omise","Stay on top of your businessView account history and monitor transaction data in realtimeSearch or filter for particular data using advanced searchIssue full or partial refunds whenever neededEasily capture your un-captured charges with one clickRequest fund transfers to a target recipient"
762,"MarketGod Trading","Support Resources available on website"
763,"MarketGod Trading","See painted alerts on chart -  corresponding with set alerts from above"
764,"MarketGod Trading","Receive via SMS -  Email -  or pop notification in Tradingview mobile app"
765,"CryptoCompare","General Info. CryptoCompare is continuously adding valuable endpoints. Honorable mentions: list of all the exchanges and trading pairs -  constituent exchanges for CryptoCompare Index (CCCAGG) and all coins on CryptoCompare website."
766,"CryptoCompare","News. Get news feeds and articles from all major crypto news providers that CryptoCompare has integrated with. You can also retrieve a full list of categories -  a great way to filter through the news articles."
767,"CryptoCompare","Streaming. The streaming API returns all the combinations of subs and pricing info in order to know what needs to be streamed and how to connect to the streamers. You can also get all the available streamer subscription channels for the requested pairs."
768,"CryptoCompare","Top Lists. The top list endpoints retrieve volume data for top exchanges for a currency pair -  the full CryptoCompare Index (CCCAGG) data -  top list of coins -  top list of trading pairs and top coins by total volume across all markets in the last 24 hours."
769,"CryptoCompare","Historical Data. Get daily -  hourly and minute historical data -  daily data at any given timestamp -  daily average price based on hourly vwap and total daily and hourly exchange volume."
770,"CryptoCompare","Price. CrypotoCompare’s API returns the current price of any cryptocurrency and all the trading info (price -  vol -  open -  high -  low etc) for the requested pairs -  providing pricing data for 5 - 700+ coins and 260 - 000+ currency pairs."
771,"ZB App","8 new features and more than 60 major improvements bring a new experience to the ZB APP V4.0. It’s convenient -  secure and professional."
772,"StakedWallet","PoS Trading. Up to 300% a month on PoS tokens trading"
773,"StakedWallet","Masternode rental. Renting masternodes for other wallets and exchanges"
774,"StakedWallet","Cryptocurrency exchange. 1% fee on every exchange on the platform"
775,"StakedWallet","Proof of Stake. Up to 150% of income a year with a PoS mining method"
776,"StakedWallet","Pump and Dump. Stimulation of growth and dropping in PoS tokens price"
777,"StakedWallet","PoS coin support. Initial support of new released tokens"
778,"AnkerPay","35% Referral Bonus"
779,"AnkerPay","Multiple Languages"
780,"AnkerPay","Any currency"
781,"AnkerPay","Credit Card Purchases"
782,"AnkerPay","Portfolio tracker"
783,"AnkerPay","Built-in exchange"
784,"CoinMarketCap","Major fiat and cryptocurrency conversions"
785,"CoinMarketCap","Search functionality"
786,"CoinMarketCap","Watchlist to easily track the cryptocurrencies that most interest you"
787,"CoinMarketCap","Marketcap rankings and pricing info for all cryptocurrencies"
788,"Vitae.co","Earn By Likes & Shares. You earn rewards by interacting with the site -  the same way you interact with any social media websites: liking -  posting and sharing content. The community is free to join -  or you can pay with Vitae to jump start your experience."
789,"Blockchain Wallet","QR Code Support"
790,"Blockchain Wallet","Open source platform"
791,"Blockchain Wallet","TOR blocking"
792,"Blockchain Wallet","Hierarchical deterministic address architecture"
793,"Blockchain Wallet","Spending from watch-only addresses"
794,"Blockchain Wallet","Paper Wallet import"
795,"Blockchain Wallet","Dynamic fees"
796,"Blockchain Wallet","25+ languages"
797,"Blockchain Wallet","20+ fiat currency options"
798,"Blockchain Wallet","Server-side entropy for optimal anonymity"
799,"Blockchain Wallet","Simplified backup and recovery with a 12 word backup phrase"
800,"Ledger Nano S","Compatibility: Windows (7+) -  Mac (10.8+) -  Linux. Requires one USB port to plug your Ledger Nano S."
801,"Ledger Nano S","Chips: ST31H320 (secure) + STM32F042"
802,"Ledger Nano S","Certification level: CC EAL5+"
803,"Ledger Nano S","Connector: USB Type Micro-B"
804,"Ledger Nano S","Materials: Brushed stainless steel and plastic. No battery required."
805,"Ledger Nano S","Weight: 16.2g"
806,"Ledger Nano S","Dimension: 98mm x 18mm x 9mm"
807,"Ledger Nano S","Back up and restore: Your crypto assets stay secure even if you lose your Ledger Nano S: your 24 key words are backed up on a recovery sheet -  and your account(s) can easily be restored on any Ledger device."
808,"Ledger Nano S","Simplicity: The device is controlled by only 2 buttons -  and all actions can be verified on its screen. And the Ledger Live computer app enables you to easily manage your crypto transactions."
809,"Ledger Nano S","Multicurrency: The Ledger Nano S supports 30 cryptocurrencies -  including Bitcoin -  Ethereum -  Ripple and Altcoins -  allowing you to manage multiple assets with the same hardware wallet."
810,"Ledger Nano S","State of the art Security: Your private key giving access to your coins is never exposed. It is protected within a secure chip locked by a PIN code -  the same chip than the one used for passports and credit cards."
811,"Plark","TouchID and FaceID unlock."
812,"Plark","Hierarchical Deterministic wallets with changing addresses per transaction."
813,"Plark","Fully open-source: available at https://github.com/plark-app."
814,"Plark","Mining fees are controlled by you."
815,"Plark","No personal information required — you stay completely anonymous."
816,"Plark","Exchange your cryptocurrencies anonymously with the Plark’s fine-tailored feature in a few taps."
817,"Plark","Easily manage your Bitcoin -  Ethereum -  Litecoin and Dash cryptocurrencies with the help of Plark’s friendly interface. Anytime. Anywhere."
818,"Plark","Store your savings confidently with Plark. Here -  only YOU have access to your funds and transaction data. Neither Plark nor any 3rd party can access your money and data that are stored on your device only."
819,"Plark","Add your bank card to purchase Bitcoin -  Litecoin -  Ethereum -  and Dash right away. This feature will soon be available for EU/US zone citizens."
820,"MakerDAO","Platform Data – MKR.tools is an independent MakerDAO platform data analytics site built by Mike McDonald with help from community contributers: Marc-Andre Dumas -  and more."
821,"MakerDAO","Governance –  The Maker Foundation Interim Risk Team has placed an Executive Vote into the voting system -  which will enable the community to enact a new Dai Stability Fee of 16.5%. The Executive Vote (FAQ) will continue until the number of votes surpasses the total in favor of the previous Executive Vote."
822,"MakerDAO","CDP Portal – The MakerDAO Collateralized Debt Position (CDP) is a smart contract which runs on the Ethereum blockchain. It is a core component of the Dai Stablecoin System whose purpose is to create Dai in exchange for collateral which it then holds in escrow until the borrowed Dai is returned."
823,"MakerDAO","Dai Stablecoin – Dai (DAI) is a USD-pegged stablecoin built on the Ethereum blockchain."
824,"Opera","Make transaction on your desktop: Opera for computers lets you seamlessly interact with Ethereum Dapps and Web 3 without the need to install extensions or set up a new wallet. Download Opera for computers (Developer edition) to get started."
825,"Opera","Explore Web 3: Browse and interact with decentralised web apps on the Ethereum network."
826,"Opera","Easy to use and secure the crypto wallet: The Opera wallet keeps a high level of security and gives you full control of your funds and collectible keys as they are all stored on your smartphone. The wallet also uses Android’s secure system lock -  which makes transactions on the blockchain easier as you don’t require any additional PIN codes or passwords."
827,"Opera","Hold your crypto tokens and collectibles -  right in your browser wallet: Opera’s wallet will automatically detect and show ERC20 compliant tokens -  which some Dapps may use -  as an in-game currency for example. Opera will also show any crypto collectibles you may have (ERC721) -  sometimes referred to as NFTs."
828,"Opera","Crypto Payments -  right from the browser to Merchants -  Other users and apps: Pay with cryptocurrencies directly from your wallet. Opera now supports online payments with cryptocurrency where merchants support exists and enable to send money from wallet to wallet and interact with Dapps."
829,"StormX","Speed up your crypto back payouts by 75% – It’s industry-standard to wait 90 days for your reward. But -  you don’t have to wait with StormX."
830,"StormX","Earn up to 87.5% crypto back – Bronze level and above get you increased crypto back when you shop at a partner store online."
831,"StormX","Flexibility – Move your tokens whenever you want. No locking period."
832,"StormX","Your keys -  your wallet – We don’t need custody of your crypto so it is always in your possession."
833,"Bitamp","Control – Your Keys -  Your Bitcoin. These are words to live by. Not having access to your private key or seed puts you at risk to lose your Bitcoin."
834,"Bitamp","Worldwide – Bitcoin doesn’t have borders. You can send money to any recipient globally without any restrictions."
835,"Bitamp","Instant – Directly connect to the Bitcoin blockchain in your browser with Bitamp."
836,"Bitamp","Anonymous – Your anonymity is important to us. Bitamp doesn’t store your seed -  private key -  ip address or browser details."
837,"ChainFlix","Crypto Wallet where you can manage your CFX coins"
838,"ChainFlix","Writing and replying to comments"
839,"ChainFlix","Searching for contents"
840,"ChainFlix","Saving videos and playlists"
841,"ChainFlix","Subscriptions to channels"
842,"ChainFlix","Channel management"
843,"ChainFlix","Creation of channels and video uploads"
844,"ChainFlix","Watching videos with CFX coins as a reward"
845,"ChainFlix","Extra CFX coins for watching ads."
846,"ChainFlix","Transparent revenue-sharing model with the power of Blockchain."
847,"ChainFlix","Ability to trade CFX coins on coin exchanges."
848,"ChainFlix","Getting rewarded by simply watching videos without needing a special gear or plugins."
849,"CryptoView","Account freeze protection"
850,"CryptoView","Secured API connections"
851,"CryptoView","2 Factor Authentication"
852,"CryptoView","DoS protection"
853,"CryptoView","Strong API key encryption"
854,"CryptoView","SSL Encrypted connection"
855,"CryptoView","Cloud architecture"
856,"CryptoView","Enterprise-grade security"
857,"Coins.ph","New! Beep™ Loading"
858,"Coins.ph","Shop Online"
859,"Coins.ph","Buy Game Credits"
860,"Coins.ph","Send And Receive Cash"
861,"Coins.ph","Cash In And Cash Out At 33 - 000+ Locations"
862,"Coins.ph","Buy And Sell Bitcoin -  Ethereum -  Bitcoin Cash And Ripple"
863,"Coins.ph","Pay Bills"
864,"Coins.ph","Buy Load"
865,"Bitcoin Wallet","Details of each transaction -  the number of confirmations in the blockchain"
866,"Bitcoin Wallet","Cryptocurrency exchange"
867,"Bitcoin Wallet","Buying or selling cryptocurrency on a bank card"
868,"Bitcoin Wallet","Application protected by password"
869,"Bitcoin Wallet","Convenient balance tracking and detailed transaction history"
870,"Bitcoin Wallet","Ability to send and request cryptocurrency using the details of a personal crypto & bitcoin address -  email -  QR code"
871,"Bitcoin Wallet","Secure cryptocurrency storage -  extended security settings"
872,"Bitcoin Wallet","Transfer BTC to friends -  other users or to stores where they accept cryptocurrency"
873,"Bitcoin Wallet","Buy bitcoin or sell for USD -  EUR -  GBP in 187 countries of the world"
874,"Monarch","Qualified Users Can Now Earn Interest With Crypto"
875,"Monarch","Sync With Our Compatible Desktop Apps"
876,"Monarch","Maintain Control Over Your Private Seed + Keys"
877,"Monarch","Keep Up-To-Date on Blockchain and Cryptocurrency News"
878,"Monarch","Review Market Data for Most Cryptocurrencies*"
879,"Monarch","Track your Gains and Losses*"
880,"Monarch","All ERC20 Tokens"
881,"Monarch","GoChain*"
882,"Monarch","Stellar*"
883,"Monarch","XRP*"
884,"Monarch","Ethereum"
885,"Monarch","Bitcoin"
886,"Monarch","Send/Receive:BitcoinEthereumXRP*Stellar*GoChain*All ERC20 Tokens"
887,"Monarch","Buy/Sell Bitcoin and Ethereum"
888,"Enjin Wallet","Ethereum (ETH) & Token transaction filters"
889,"Enjin Wallet","Import from most major wallets"
890,"Enjin Wallet","QR Scanner"
891,"Enjin Wallet","Multi-Lingual (31 languages)"
892,"Enjin Wallet","Multi-Currency values"
893,"Enjin Wallet","Smart UI: Seamless and blazing-fast mobile user interface evolves on the fly to suit your specific needs."
894,"Enjin Wallet","Screenshot & video blocking: Secure window layout at the OS level stops any screen recording attempts."
895,"Enjin Wallet","Memory encryption: Data is held in encrypted memory and any important values are deleted from system memory."
896,"Enjin Wallet","Rule of Two Encryption: Two independent layers of cryptography protect the keystore and confidential data. Hardware 256 AES encryption is employed on the lower level and software encryption is utilised at the application layer."
897,"Enjin Wallet","Enjin Secure Keyboard: Designed to prevent any form of data sniffing or keyloggers -  featuring an option to randomize keys for the ultimate level of input protection."
898,"Enjin Wallet","12 words and a pen: In case your device gets lost -  you can secure your wallet and coins with just 12 words written on paper. The master phrase can restore your wallet and funds on any other device."
899,"Enjin Wallet","Import & Sweep: Import Bitcoin and Litecoin private keys (BIP38/XPRV/XPUB) -  and import from MyEtherWallet."
900,"Enjin Wallet","Track Your Hardware Wallets: Instantly view your hardware cryptocurrency wallet balance & transactions."
901,"Enjin Wallet","Track Infinite Wallets: Track any BTC -  ETH and LTC address and watch all of their transactions in real-time."
902,"Enjin Wallet","Organize Your Finances: Split your funds into different allotments – create a savings -  trading or a business wallet -  and unlimited other crypto wallets."
903,"Enjin Wallet","Create Infinite Wallets: Create -  import -  track and use an infinite number of Ethereum ETH -  Bitcoin BTC -  Litecoin LTC and ERC20 ERC721 ERC1155 wallets."
904,"Enjin Wallet","Add Custom Tokens: Add and manage any ERC20 or ETH Token even if they have not been officially listed yet."
905,"CitoWise","Have a full individual control of your accounts"
906,"CitoWise","Switch between currencies instantly"
907,"CitoWise","Get notified about incoming funds"
908,"CitoWise","Convert and send money in seconds"
909,"CitoWise","Exchange your tokens later on with the integrated exchange"
910,"CitoWise","Calculate exactly how much you want to contribute"
911,"CitoWise","Multiple wallet support"
912,"CitoWise","Transaction status notification"
913,"CitoWise","Transaction history"
914,"CitoWise","Support All (54 000+) tokens which are compatible with ERC20 standard"
915,"Coinbase Wallet","Easily send and receive crypto – Pay anyone in the world with just their Coinbase Wallet username"
916,"Coinbase Wallet","Explore the universe of Decentralized Apps – Decentralized exchanges -  jobs -  digital collectibles and more! Experience the Open Financial System."
917,"Coinbase Wallet","Secure storage – Your keys are protected with Secure Enclave and biometric authentication technology."
918,"Coinbase Wallet","Digital collectibles – Cats -  monsters -  art – store all your ERC721 collectibles in a single beautiful gallery."
919,"Coinbase Wallet","Multi-Coin Support – Manage BTC -  BCH -  ETH -  ETC -  LTC -  and all your ERC-20 tokens."
920,"Edge Wallet","Built-in crypto exchange to buy & sell cryptocurrency"
921,"Edge Wallet","Open-source code. Available at https://github.com/Airbitz"
922,"Edge Wallet","Decentralized server architecture. Wallets work even if Edge servers are down."
923,"Edge Wallet","Hierarchical Deterministic wallets with changing addresses per transaction"
924,"Edge Wallet","Biometric TouchID and FaceID login for another layer of security"
925,"Edge Wallet","Simple account creation using just a login & password (no printing of PDFs -  writing down pass phrases -  or adding encryption settings)"
926,"Edge Wallet","Edge or 3rd parties"
927,"Edge Wallet","Zero-knowledge & zero-access to user funds -  keys -  or transaction data by"
928,"Edge Wallet","Easy to use Bitcoin wallet app with support for top crypto like Bitcoin Cash -  Litecoin -  Ripple (XRP)"
929,"Edge Wallet","100% secure crypto wallet and blockchain app"
930,"Uniswap","A commitment to free and decentralized asset exchange"
931,"Uniswap","An open-source frontend interface for traders and liquidity providers"
932,"Uniswap","A formalized model for pooling liquidity reserves"
933,"Uniswap","A simple smart contract interface for swapping ERC20 tokens"
934,"DragonGlass","Bulk Data for Analytics"
935,"DragonGlass","Managed Service for Enterprise Clients"
936,"DragonGlass","Supports Private Blockchains"
937,"DragonGlass","Single Data Source Across Multiple Ledgers"
938,"DragonGlass","REST-based Search and Data API"
939,"DragonGlass","Support for Custom Smart Contracts"
940,"DragonGlass","Multilevel Data Enrichment"
941,"DragonGlass","Realtime Data Subscriptions"
942,"SwirlWallet","10% Referral Bonus"
943,"SwirlWallet","Multiple Languages"
944,"SwirlWallet","Two factor Authentication option"
945,"SwirlWallet","Any currency"
946,"SwirlWallet","Qr code"
947,"SwirlWallet","Multiple crypto currencies"
948,"Alchemy Toys","Stack: Earn high yields by stacking your GAT tokens at the game’s temple!"
949,"Alchemy Toys","Trade: The Toys gain value with time. Trade them with other players and invent unique profit-strategies!"
950,"Alchemy Toys","Collect and Play: Collect toys and play the highly addictive game to earn big chunks of the growing treasury!"
951,"Bitbuy App","No Hidden Fees Easy to understand fees -  transparent transactions."
952,"Bitbuy App","Top Rated Support Get responses same day -  or give us a call on our toll free number."
